SITE;LOT;LAYER;ID;RAWMATERIAL;QUARTZQUALITY;CLASS;COREPREPARPROD;RETOUCHEDPIECEBLANK;PIECECOMPLETENESS;CORTEX;CORTEXLOCATION;CORTEXTYPE;PLATFORMTYPE;PLATFORMCORTEX;LIPPING;BLANKSHAPE;CROSSSECTION;BLANKTIP;PROFILE;SCARCOUNT;SCARPATTERN;THICKNESS;MAXWIDTH;PROXWIDTH;MEDWIDTH;DISTWIDTH;LENGTH;PLATFORMTHICKNESS;PLATFORMWIDTH;EXTERIORPLATFORMANGLE;WEIGHT;CORETYPE;CORECROSSSECTION;NUMBERCOREFACES;COREPLATFORM;COREDISTALTREATMENT;CORELEFTTREATMENT;CORERIGHTTREATMENT;COREBACKTREATMENT;MAINFACECORTEX;MAINFACESCARCOUNT;MAINFACESCARDIRECTION;MAINFACEARISORIENTATION;MAINFACESCARLENGTH;MAINFACESCARMAXWIDTH;MAINFACESCARPROXWIDTH;MAINFACESCARMEDWIDTH;MAINFACESCARDISTWIDTH;MAINFACEPLATFORMANGLE;MAINFACECOREUSE;DISTALFACECORTEX;DISTALFACESCARCOUNT;DISTALFACESCARDIRECTION;DISTALFACEARISORIENTATION;DISTALFACECOREUSE;LEFTFACECORTEX;LEFTFACESCARCOUNT;LEFTFACESCARDIRECTION;LEFTFACEARISORIENTATION;LEFTFACECOREUSE;RIGHTFACECORTEX;RIGHTFACESCARCOUNT;RIGHTFACESCARDIRECTION;RIGHTFACEARISORIENTATION;RIGHTFACECOREUSE;BACKFACECORTEX;BACKFACESCARCOUNT;BACKFACESCARDIRECTION;BACKFACEARISORIENTATION;BACKFACECOREUSE;COREABANDON;ALTERATION;FIRE;EDGEDAMAGE;RETOUCHEDPIECETYPOLOGY;CHIPQUANTITY;RMTYPE;OTHERNOTES
CAM;;9;B2-617;Quartzite;;Flake;;;;1-30%;Distal;Cobble;Plain;YesComplete;No;Divergent;Irregular;Hinge;Straight;5;Centripetal;13,29;33,31;12,52;28,02;25,47;44,31;4,08;10,23;109,9;19,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;Yes;;;;
CAM;;9;B2-855;Quartzite;;Flake;;;;0%;;;Plain;No;No;Convergent;Triangular;Pointed;Straight;3;Unidirectional;5,03;18,14;15,6;17,51;4,12;35,18;7,72;15,43;75,4;3,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;Yes;;;;
CAM;;9;B2-1201;Quartz;Medium;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Irregular;Hinge;Irregular;2;Unidirectional;10,41;31,29;31,29;21,89;10,87;18,07;10,8;30,98;98,6;6,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-717;Quartzite;;ElongBlankFrag;;;Proximal;31-60%;LeftLateral;Cobble;Plain;YesComplete;No;;Triangular;;;2;;12,54;34,98;;;;;14,15;22,84;107,8;38;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B2-1040;Quartzite;;ElongBlank;;;;31-60%;LeftLateral;Cobble;Plain;YesComplete;No;Divergent;Triangular;Step;Curved;1;Unidirectional;5,06;12,02;10,35;9,64;12,83;36,26;6,28;10,24;126,4;2,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B2-653;Quartzite;;ElongBlank;;;;1-30%;RightLateral;Cobble;Plain;No;No;Irregular;Trapezoidal;Hinge;Irregular;2;Unidirectional;11,36;25,81;18,16;25,38;6,42;45,7;6,16;15,73;85,6;12,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-859;Quartzite;;Flake;;;;1-30%;LeftLateral;Cobble;Plain;YesComplete;No;Irregular;Irregular;Step;Straight;3;Unidirectional;10,97;41,36;29,07;38,08;31,19;30,96;6,1;24,88;90,6;15,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-1121;Quartzite;;Flake;;;;0%;;;Plain;No;No;Divergent;Triangular;Step;Straight;2;Unidirectional;7,46;17,37;11,91;17,06;14,46;25,45;5,69;11,86;87,5;2,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-637;Quartz;Fine;Shatter;;;;31-60%;;Cobble;;;;;;;;;;;;;;;;;;;3,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;;;;;
CAM;;9;B2-940;Quartzite;;Flake;;;;1-30%;LeftLateral;Cobble;Plain;YesComplete;No;Convergent;Irregular;Pointed;Irregular;1;Unidirectional;7,31;25,04;24,02;21,73;8,55;33,77;4,92;24,61;83,9;5,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-737;Quartz;Fine;Flake;;;;31-60%;RightLateral;Cobble;Plain;YesComplete;No;Convergent;Other;Feather;Straight;1;Unidirectional;8,56;16,72;15,65;15,75;8,17;19,3;7,66;13,52;93,9;2,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-709;Quartz;Fine;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Lenticular;Feather;Straight;1;Unidirectional;3,01;18,96;12,9;16,67;16,25;14,01;5,5;12,64;61,6;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-716;Quartzite;;Flake;;;;0%;;;Plain;No;No;Irregular;Triangular;Feather;Straight;3;Crossed;9,67;39,22;38,41;38,34;35,79;16,37;9,94;38,35;88,7;6,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B2-898;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Lenticular;Hinge;Straight;1;Unidirectional;4,72;31,2;24,01;31,27;17,42;14,78;4,45;25,68;91,6;2,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-865;Chert;;Flake;;;;0%;;;Plain;No;No;Divergent;Triangular;Feather;Curved;2;Unidirectional;2,57;13,27;7,82;12,47;13,24;14,05;2,6;5,66;82,5;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-661;Quartzite;;ElongBlank;;;;1-30%;LeftLateral;Cobble;Plain;YesComplete;No;Parallel;Irregular;Feather;Twisted;1;Unidirectional;7,4;20,73;18,11;20,14;10,19;42,01;10,21;14,36;122,8;8,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-913;Chert;;ElongBlank;;;;0%;;;Linear;No;No;Parallel;Trapezoidal;Hinge;Straight;3;Unidirectional;3,89;12,03;10,58;11,41;11,85;25,03;1,56;10,48;89,9;1,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-745;Quartzite;;FlakeFrag;;;Other;0%;;;;No;No;;Triangular;;;2;;2,69;17,74;;;;;;;;1,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-659;Quartz;Fine;FlakeFrag;;;Distal;0%;;;;No;No;;Triangular;Hinge;;2;;4,85;15,27;;;;;;;;0,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-701;Quartz;Medium;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Irregular;Hinge;Straight;2;Unidirectional;5,37;24,69;24,69;17,75;3,17;9,46;6,21;24,61;79,1;1,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-711;Quartz;Fine;Core;;;;61-99%;;Cobble;;YesComplete;No;;;;;;;25,44;22,2;18,8;21,23;17,97;20,64;25,54;20,19;85,4;15,1;SinglePlat;Circular;Two;Cortical;Cortical;FlakingSurface;Cortical;Cortical;0%;3;Centripetal;;12,66;10,07;10,07;10,15;5,59;91,9;Flakes;;;;;;0%;3;Centripetal;;Flakes;;;;;;;;;;;NoReason;None;;;;;;
CAM;;9;B2-691;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Convergent;Triangular;Feather;Curved;2;Unidirectional;4,64;21,1;21,1;16,99;8,75;21,06;9,01;20,92;96,2;3,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-1229;Quartzite;;Flake;;;;1-30%;LeftLateral;Cobble;Plain;YesComplete;No;Irregular;Irregular;Hinge;Irregular;1;Unidirectional;20,77;48,44;25,28;42,63;9,13;79,77;18,2;26,9;78,8;55,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B2-818;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Parallel;Trapezoidal;Hinge;Straight;3;BidirectionalOpposed;20,89;56,55;56,55;44,98;40,32;49,03;24,61;53,96;115,8;55,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B2-1199;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Convergent;Triangular;Feather;Twisted;2;Unidirectional;7,82;31,52;31,52;25,54;14,59;54,33;12,53;31,22;56,8;13,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-741;Quartz;Fine;ElongBlank;;;;0%;;;Plain;YesComplete;No;Parallel;Quadrangular;Step;Straight;4;Unidirectional;6,89;11,51;8,35;10,34;11,14;21,18;3,23;8,86;91,1;2,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-1236;Quartzite;;Flake;;;;0%;;;Plain;No;No;Convergent;Triangular;Pointed;Curved;2;Unidirectional;9,37;22,39;17,63;15,32;3,82;35,84;8,26;17,75;102;6,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-835;Quartzite;;Flake;;;;1-30%;LeftLateral;Cobble;Winged;No;No;Parallel;Triangular;Step;Straight;1;Unidirectional;9,16;34,72;24,46;31,75;20,76;40,17;3,65;23,79;86,8;12,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B2-998;Quartzite;;Flake;;;;1-30%;RightLateral;Cobble;Plain;YesComplete;No;Irregular;Irregular;Feather;Curved;1;Unidirectional;17,82;85,21;76,38;66,89;26,29;53,66;18,45;76,24;85,1;99,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B2-758;Chert;;Flake;;;;0%;;;Plain;No;No;Irregular;Trapezoidal;Pointed;Straight;3;Unidirectional;3,52;12,6;12,6;8,63;4;15,94;3,33;7,44;85,3;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-1122;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Irregular;Irregular;Hinge;Straight;3;Unidirectional;6,64;27,52;27,52;21,28;10,04;20,26;6,98;19,69;79,4;4,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-892;Chert;;Flake;;;;0%;;;Plain;No;No;Irregular;Trapezoidal;Hinge;Irregular;3;Unidirectional;4,16;18,31;18,31;11,1;9,41;15,97;3,81;11,47;110,3;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-1154;Chert;;Flake;;;;0%;;;Plain;No;No;Divergent;Trapezoidal;Feather;Straight;3;Unidirectional;3,43;15,62;8,82;15,88;14,24;18,52;2,25;8,45;106,2;1,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-669;Quartz;Fine;Flake;;;;0%;;;Crushed;No;No;Divergent;Irregular;Hinge;Irregular;4;Crossed;10,33;23,55;6,49;17,66;20,49;29,17;4,05;7,21;105,3;5,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-760;Quartzite;;ElongBlank;;;;0%;;;Plain;No;No;Parallel;Triangular;Hinge;Curved;2;Unidirectional;4,18;9,95;8,2;9,57;9,19;22,75;4,87;8,18;88,2;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B2-710;Quartz;RockCrystal;Flake;;;;0%;;;Plain;YesComplete;No;Parallel;Trapezoidal;Hinge;Straight;3;Unidirectional;2,94;10,97;10,97;9,63;8,4;11,6;3,29;10,8;81,2;0,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1029;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Trapezoidal;Step;Straight;2;Unidirectional;5,99;21,52;17,65;18,02;21,71;26,38;8,74;16,55;69,5;4,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1222;Chert;;Flake;;;;0%;;;Plain;No;No;Irregular;Triangular;Step;Straight;2;Unidirectional;3,09;20,84;9,88;18,44;18,36;13,6;2,76;7,46;104;1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-995;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Convergent;Triangular;Hinge;Irregular;2;Unidirectional;7,15;31,21;31,21;18,97;11,41;39,39;8,84;31,76;76,1;8,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B3-994;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Lenticular;Feather;Straight;2;Unidirectional;3,79;20,96;14,8;16,68;12,08;23,11;7;15,19;75,7;2,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1040;Quartzite;;Flake;;;;1-30%;Distal;Cobble;Plain;YesComplete;No;Parallel;Irregular;Hinge;Irregular;3;Unidirectional;10,76;22,98;16,02;21,87;18,08;40,24;4,86;15,68;88;10,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-999;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Triangular;Feather;Straight;2;Unidirectional;9,62;50,28;50,28;31,71;24,83;49,11;16,33;49,64;61,7;24,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;Yes;;;;
CAM;;9;B3-998;Chert;;Flake;;;;0%;;;Plain;YesPartial;No;Divergent;Triangular;Hinge;Curved;2;Unidirectional;4,44;17,01;9,94;16,67;13,76;23,18;2,55;9,8;90,5;2,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1169;Quartz;Fine;Core;;;;61-99%;;Cobble;;YesComplete;No;;;;;;;38,74;51;51;50,35;44,72;20,64;42,21;50,19;75,7;58;SinglePlat;Circular;One;Cortical;Cortical;Cortical;Cortical;Cortical;0%;5;Unidirectional;Parallel;22,9;10,49;6,48;4,15;4,19;86,5;Mixed;;;;;;;;;;;;;;;;;;;;;NoReason;None;;;;;;
CAM;;9;B3-1015;Quartz;RockCrystal;Flake;;;;0%;;;Plain;No;No;Divergent;Lenticular;Step;Twisted;3;Crossed;3,43;19,61;7,88;17,98;18,95;28,98;3,84;7,69;104,6;2,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1086;Quartzite;;ElongBlank;;;;31-60%;RightLateral;Cobble;Plain;No;No;Convergent;Triangular;Pointed;Straight;1;Unidirectional;4,81;11,09;4,36;11,12;2,77;28,91;2,57;5,14;87;1,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1227;Quartz;RockCrystal;Flake;;;;0%;;;Plain;No;No;Irregular;Lenticular;Hinge;Straight;3;Unidirectional;3,34;13,35;11,15;14,31;9,2;14,68;3,36;8,95;79,5;0,8;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1117;Quartz;Fine;Flake;;;;0%;;;Plain;YesPartial;No;Convergent;Triangular;Step;Straight;2;Unidirectional;5,06;24,08;24,08;20,32;9,39;19,2;6,79;23,65;101,9;2,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-992;Quartz;Fine;Flake;;;;0%;;;Crushed;No;No;Convergent;Irregular;Pointed;Irregular;1;Unidirectional;5,87;19,02;10,59;18,86;6,96;26,24;2,76;7,53;103,3;2,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1162;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Convergent;Other;Pointed;Straight;1;Unidirectional;4,19;20,02;9,38;17,34;7,57;25,06;4,37;7,78;97,4;2,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-993;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Convergent;Triangular;Pointed;Straight;2;Unidirectional;10,17;24,61;23,94;21,15;4,88;41,2;15,82;24,37;49,4;8,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B3-1045;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Irregular;Hinge;Irregular;2;Unidirectional;21,89;48,57;28,73;42,62;15,08;59,78;20,92;28,55;70,5;50,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A2-804;Quartzite;;Flake;;;;31-60%;Distal;Cobble;Plain;YesComplete;No;Parallel;Irregular;Hinge;Straight;2;Unidirectional;21,1;64,56;64,56;60,63;59,26;46,3;21,19;64,63;70,1;57,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;A3-930;Chert;;Flake;;;;0%;;;Faceted;No;No;Irregular;Triangular;Step;Irregular;3;Unidirectional;7,01;14,39;13,77;12,37;9,16;26,03;6,47;15,24;82,6;3,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-895;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Irregular;Irregular;Hinge;Irregular;2;Unidirectional;9,09;18,72;17,56;16,26;7,47;27,04;8,39;16,94;90,7;5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-881;Quartz;Fine;ElongBlank;;;;0%;;;Plain;No;No;Convergent;Triangular;Pointed;Twisted;2;Unidirectional;2,75;4,18;4,43;3,9;1,61;16,59;2,06;3,96;91,5;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-903;Chert;;Flake;;;;1-30%;Distal;Cobble;Plain;No;No;Convergent;Trapezoidal;Hinge;Irregular;3;Unidirectional;7,4;18,3;14,68;17,31;15,21;28,07;9,53;14,51;65,1;5,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-931;Quartzite;;Flake;;;;1-30%;RightLateral;Cobble;Plain;YesComplete;No;Circular;Lenticular;Feather;Straight;1;Unidirectional;4,22;29,05;18,2;28,35;18,13;25,16;6,21;16,53;95,7;3,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-878;Quartzite;;Flake;;;;31-60%;LeftLateral;Cobble;Plain;YesComplete;No;Convergent;Triangular;Feather;Straight;1;Unidirectional;5,81;28,61;28,06;24,9;14,17;46,46;6,16;27,41;125;10,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;A3-899;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Irregular;Triangular;Step;Straight;2;Unidirectional;10,43;25;25;19,03;13,46;26;11,38;25;107,8;6,9;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-945;Quartzite;;Flake;;;;31-60%;RightLateral;Cobble;Plain;YesComplete;No;Convergent;Trapezoidal;Feather;Straight;3;Unidirectional;14,22;48,35;37,34;40,11;11,69;82,95;18,03;43,15;84,2;62,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;A3-893;Chert;;ElongBlank;;;;0%;;;Plain;No;No;Convergent;Triangular;Pointed;Curved;3;Unidirectional;6,32;13,91;7,63;13,21;3,32;29,05;3,81;6,16;100,1;2,4;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Fire;HeatTreatment;No;;;;
CAM;;9;A3-927;Quartz;Fine;FlakeFrag;;;Proximal;0%;;;Crushed;No;No;;Irregular;;;2;;7,3;25,3;;;;;5,47;13,74;79,4;3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-897;Chert;;CorePreparProd;CoreTablet;;;0%;;;Dihedral;No;No;Irregular;Triangular;Step;Straight;7;Centripetal;8,78;23,41;18,96;21,27;13,58;30,32;7,73;16,51;90,3;8,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-910;Quartz;Medium;Flake;;;;1-30%;DistalLeftLat;Cobble;Plain;No;No;Convergent;Triangular;Step;Curved;1;Unidirectional;6,82;14,67;10,08;14,55;7,67;25,02;3,36;7,08;115,5;2,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-956;Quartzite;;Flake;;;;1-30%;RightLateral;Cobble;Plain;YesComplete;No;Irregular;Irregular;Hinge;Irregular;2;Unidirectional;17,29;41,01;34,89;41,95;9,79;44,98;17,51;37,08;66,8;33,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A3-961;Quartzite;;Flake;;;;61-99%;RightLateral;Cobble;Plain;YesComplete;No;Circular;Triangular;Feather;Straight;1;Unidirectional;33,04;102,11;45,01;97,28;40,97;90;30,36;48,91;66,8;235,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B1-607;Quartz;Fine;Flake;;;;0%;;;Plain;No;No;Irregular;Irregular;Hinge;Irregular;4;Unidirectional;8,49;34;22,18;28,47;19,83;31,1;10,27;17,26;110,5;9,5;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B1-612;Quartz;Coarse;Shatter;;;;31-60%;;Cobble;;;;;;;;;;;;;;;;;;;16,6;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;;;;;
CAM;;9;B1-707;Quartzite;;Shatter;;;;0%;;;;;;;;;;;;;;;;;;;;;1,1;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;;;;;
CAM;;9;B1-855;Quartz;Fine;Core;;;;1-30%;;Cobble;;No;No;;;;;;;14,23;20,51;20,51;17,51;9,08;19,08;15,11;20,84;83,1;5,5;SinglePyramidal;Circular;Four;Plain;Crest;FlakingSurface;FlakingSurface;FlakingSurface;0%;3;Unidirectional;Convergent;17,85;11,16;8,43;3,99;3,78;83,9;Bladelets;;;;;;0%;1;;;Flakes;0%;2;Unidirectional;Parallel;Bladelets;31-60%;2;Unidirectional;Parallel;Mixed;AngleLoss;Concretion;;;;;;
CAM;;9;B1-856;Quartz;Medium;Flake;;;;0%;;;Plain;YesComplete;No;Irregular;Irregular;Hinge;Straight;2;Unidirectional;11,98;23,69;22,75;19,89;8,47;26,21;20,42;22,36;83,1;11,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;B1-671;Quartz;Fine;Flake;;;;1-30%;Distal;Cobble;Plain;YesComplete;No;Divergent;Irregular;Feather;Straight;2;Unidirectional;8,04;30,09;17,09;26,97;30,18;41,72;4,7;15,19;127,1;10,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;B1-614;Chert;;Flake;;;;0%;;;Plain;No;No;Parallel;Triangular;Hinge;Curved;3;Crossed;7,84;21,59;21,59;17,11;14,67;20,63;5,73;21,59;87,4;3,3;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A1-2052;Quartzite;;Flake;;;;0%;;;Plain;YesComplete;No;Divergent;Trapezoidal;Feather;Irregular;5;Crossed;12,75;44,83;38,94;35,92;24,02;60,11;13,41;38,76;98,8;43,7;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
CAM;;9;A1-1980;Quartz;Fine;ElongBlankFrag;;;Other;0%;;;;No;No;;Triangular;;;2;;2,92;8,81;;;;;;;;0;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;None;;No;;;;
CAM;;9;A1-1743;Quartzite;;Flake;;;;1-30%;RightLateral;Cobble;Plain;YesComplete;No;Divergent;Triangular;Hinge;Straight;1;Unidirectional;8,87;38,6;27,02;33,34;31,59;48,43;15,82;24,95;69,2;22,2;;;;;;;;;;0;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;Concretion;;No;;;;
